"id"	"name"
"2613"	"ENSG00000198075.9"	"SULT1C4"
"2614"	"ENSG00000135968.20"	"GCC2"
"2615"	"ENSG00000169756.16"	"LIMS1"
"2616"	"ENSG00000153201.15"	"RANBP2"
"2617"	"ENSG00000163006.11"	"CCDC138"
"2618"	"ENSG00000135960.9"	"EDAR"
"2619"	"ENSG00000172985.10"	"SH3RF3"
"2620"	"ENSG00000186522.14"	"40422"
"2621"	"ENSG00000198142.4"	"SOWAHC"
"2622"	"ENSG00000015568.12"	"RGPD5"
"2623"	"ENSG00000256977.12"	"LIMS3"
"2624"	"ENSG00000284337.1"	"AC013271.1"
"2625"	"ENSG00000144063.3"	"MALL"
"2626"	"ENSG00000144061.12"	"NPHP1"
"2627"	"ENSG00000175701.10"	"LINC00116"
"2628"	"ENSG00000257207.5"	"AC112229.3"
"2629"	"ENSG00000256671.6"	"LIMS4"
"2630"	"ENSG00000183054.11"	"RGPD6"
"2631"	"ENSG00000169679.14"	"BUB1"
"2632"	"ENSG00000153093.18"	"ACOXL"
"2633"	"ENSG00000153094.22"	"BCL2L11"
"2634"	"ENSG00000153107.11"	"ANAPC1"
"2635"	"ENSG00000153208.16"	"MERTK"
"2636"	"ENSG00000153214.9"	"TMEM87B"
"2637"	"ENSG00000144152.12"	"FBLN7"
"2638"	"ENSG00000144161.12"	"ZC3H8"
"2639"	"ENSG00000188177.13"	"ZC3H6"
"2640"	"ENSG00000169629.11"	"RGPD8"
"2641"	"ENSG00000114999.7"	"TTL"
"2642"	"ENSG00000125630.15"	"POLR1B"
"2643"	"ENSG00000125611.15"	"CHCHD5"
"2644"	"ENSG00000144136.10"	"SLC20A1"
"2645"	"ENSG00000144130.11"	"NT5DC4"
"2646"	"ENSG00000169607.12"	"CKAP2L"
"2647"	"ENSG00000115008.5"	"IL1A"
"2648"	"ENSG00000125538.11"	"IL1B"
"2649"	"ENSG00000125571.9"	"IL37"
"2650"	"ENSG00000136688.10"	"IL36G"
"2651"	"ENSG00000136694.8"	"IL36A"
"2652"	"ENSG00000136696.10"	"IL36B"
"2653"	"ENSG00000136695.14"	"IL36RN"
"2654"	"ENSG00000136697.12"	"IL1F10"
"2655"	"ENSG00000136689.18"	"IL1RN"
"2656"	"ENSG00000125637.15"	"PSD4"
"2657"	"ENSG00000125618.16"	"PAX8"
"2658"	"ENSG00000136682.14"	"CBWD2"
"2659"	"ENSG00000184492.6"	"FOXD4L1"
"2660"	"ENSG00000144134.18"	"RABL2A"
"2661"	"ENSG00000115084.13"	"SLC35F5"
"2662"	"ENSG00000115091.11"	"ACTR3"
"2663"	"ENSG00000175497.16"	"DPP10"
"2664"	"ENSG00000088205.12"	"DDX18"
"2665"	"ENSG00000125633.10"	"CCDC93"
"2666"	"ENSG00000125629.14"	"INSIG2"
"2667"	"ENSG00000163064.6"	"EN1"
"2668"	"ENSG00000019169.10"	"MARCO"
"2669"	"ENSG00000144119.3"	"C1QL2"
"2670"	"ENSG00000115107.19"	"STEAP3"
"2671"	"ENSG00000186132.14"	"C2orf76"
"2672"	"ENSG00000155368.16"	"DBI"
"2673"	"ENSG00000171227.6"	"TMEM37"
"2674"	"ENSG00000080293.9"	"SCTR"
"2675"	"ENSG00000163075.12"	"CFAP221"
"2676"	"ENSG00000144120.12"	"TMEM177"
"2677"	"ENSG00000088179.8"	"PTPN4"
"2678"	"ENSG00000115109.13"	"EPB41L5"
"2679"	"ENSG00000226479.3"	"TMEM185B"
"2680"	"ENSG00000144118.13"	"RALB"
"2681"	"ENSG00000163083.5"	"INHBB"
"2682"	"ENSG00000074047.21"	"GLI2"
"2683"	"ENSG00000115112.7"	"TFCP2L1"
"2684"	"ENSG00000074054.17"	"CLASP1"
"2685"	"ENSG00000155438.11"	"NIFK"
"2686"	"ENSG00000211460.11"	"TSN"
"2687"	"ENSG00000155052.14"	"CNTNAP5"
"2688"	"ENSG00000136732.14"	"GYPC"
"2689"	"ENSG00000237524.8"	"TEX51"
"2690"	"ENSG00000136717.14"	"BIN1"
"2691"	"ENSG00000186684.12"	"CYP27C1"
"2692"	"ENSG00000163161.12"	"ERCC3"
"2693"	"ENSG00000169967.16"	"MAP3K2"
"2694"	"ENSG00000115718.17"	"PROC"
"2695"	"ENSG00000163166.14"	"IWS1"
"2696"	"ENSG00000169994.18"	"MYO7B"
"2697"	"ENSG00000072163.19"	"LIMS2"
"2698"	"ENSG00000144230.16"	"GPR17"
"2699"	"ENSG00000136709.11"	"WDR33"
"2700"	"ENSG00000173349.5"	"SFT2D3"
"2701"	"ENSG00000144231.10"	"POLR2D"
"2702"	"ENSG00000144233.9"	"AMMECR1L"
"2703"	"ENSG00000136715.17"	"SAP130"
"2704"	"ENSG00000136731.12"	"UGGT1"
"2705"	"ENSG00000136720.6"	"HS6ST1"
"2706"	"ENSG00000222014.5"	"RAB6C"
"2707"	"ENSG00000196604.12"	"POTEF"
"2708"	"ENSG00000152076.18"	"CCDC74B"
"2709"	"ENSG00000136699.19"	"SMPD4"
"2710"	"ENSG00000152082.13"	"MZT2B"
"2711"	"ENSG00000152086.8"	"TUBA3E"
"2712"	"ENSG00000136710.9"	"CCDC115"
"2713"	"ENSG00000136718.9"	"IMP4"
"2714"	"ENSG00000072135.12"	"PTPN18"
"2715"	"ENSG00000196834.11"	"POTEI"
"2716"	"ENSG00000152093.7"	"CFC1B"
"2717"	"ENSG00000184761.7"	"AC013269.1"
"2718"	"ENSG00000183292.12"	"TISP43"
"2719"	"ENSG00000136698.8"	"CFC1"
"2720"	"ENSG00000222038.3"	"POTEJ"
"2721"	"ENSG00000173302.5"	"GPR148"
"2722"	"ENSG00000178171.10"	"AMER3"
"2723"	"ENSG00000136002.18"	"ARHGEF4"
"2724"	"ENSG00000284479.1"	"AC009477.2"
"2725"	"ENSG00000152102.17"	"FAM168B"
"2726"	"ENSG00000115762.16"	"PLEKHB2"
"2727"	"ENSG00000188219.14"	"POTEE"
"2728"	"ENSG00000233087.7"	"WTH3DI"
"2729"	"ENSG00000173272.15"	"MZT2A"
"2730"	"ENSG00000075886.10"	"TUBA3D"
"2731"	"ENSG00000163040.14"	"CCDC74A"
"2732"	"ENSG00000163046.15"	"ANKRD30BL"
"2733"	"ENSG00000183840.6"	"GPR39"
"2734"	"ENSG00000150551.10"	"LYPD1"
"2735"	"ENSG00000176771.16"	"NCKAP5"
"2736"	"ENSG00000152127.8"	"MGAT5"
"2737"	"ENSG00000152128.13"	"TMEM163"
"2738"	"ENSG00000153086.13"	"ACMSD"
"2739"	"ENSG00000082258.12"	"CCNT2"
"2740"	"ENSG00000176601.12"	"MAP3K19"
"2741"	"ENSG00000115839.17"	"RAB3GAP1"
"2742"	"ENSG00000121988.17"	"ZRANB3"
"2743"	"ENSG00000048991.16"	"R3HDM1"
"2744"	"ENSG00000144224.16"	"UBXN4"
"2745"	"ENSG00000115850.9"	"LCT"
"2746"	"ENSG00000076003.4"	"MCM6"
"2747"	"ENSG00000115866.10"	"DARS"
"2748"	"ENSG00000121966.6"	"CXCR4"
"2749"	"ENSG00000144229.11"	"THSD7B"
"2750"	"ENSG00000150540.13"	"HNMT"
"2751"	"ENSG00000144228.8"	"SPOPL"
"2752"	"ENSG00000144227.4"	"NXPH2"
"2753"	"ENSG00000168702.17"	"LRP1B"
"2754"	"ENSG00000115919.14"	"KYNU"
"2755"	"ENSG00000075884.13"	"ARHGAP15"
"2756"	"ENSG00000121964.14"	"GTDC1"
"2757"	"ENSG00000169554.18"	"ZEB2"
"2758"	"ENSG00000121989.14"	"ACVR2A"
"2759"	"ENSG00000115947.13"	"ORC4"
"2760"	"ENSG00000204406.12"	"MBD5"
"2761"	"ENSG00000135999.11"	"EPC2"
"2762"	"ENSG00000168280.16"	"KIF5C"
"2763"	"ENSG00000150556.16"	"LYPD6B"
"2764"	"ENSG00000187123.14"	"LYPD6"
"2765"	"ENSG00000168288.12"	"MMADHC"
"2766"	"ENSG00000115963.13"	"RND3"
"2767"	"ENSG00000184898.6"	"RBM43"
"2768"	"ENSG00000123609.10"	"NMI"
"2769"	"ENSG00000123610.4"	"TNFAIP6"
"2770"	"ENSG00000080345.17"	"RIF1"
"2771"	"ENSG00000183091.19"	"NEB"
"2772"	"ENSG00000162980.16"	"ARL5A"
"2773"	"ENSG00000283228.1"	"AC068547.1"
"2774"	"ENSG00000182389.19"	"CACNB4"
"2775"	"ENSG00000115145.9"	"STAM2"
"2776"	"ENSG00000157827.19"	"FMNL2"
"2777"	"ENSG00000196504.15"	"PRPF40A"
"2778"	"ENSG00000177917.10"	"ARL6IP6"
"2779"	"ENSG00000177519.3"	"RPRM"
"2780"	"ENSG00000144278.14"	"GALNT13"
"2781"	"ENSG00000162989.4"	"KCNJ3"
"2782"	"ENSG00000153234.13"	"NR4A2"
"2783"	"ENSG00000115159.15"	"GPD2"
"2784"	"ENSG00000136542.8"	"GALNT5"
"2785"	"ENSG00000136541.14"	"ERMN"
"2786"	"ENSG00000115165.9"	"CYTIP"
"2787"	"ENSG00000123612.15"	"ACVR1C"
"2788"	"ENSG00000115170.13"	"ACVR1"
"2789"	"ENSG00000007001.12"	"UPP2"
"2790"	"ENSG00000153237.17"	"CCDC148"
"2791"	"ENSG00000144283.21"	"PKP4"
"2792"	"ENSG00000163331.11"	"DAPL1"
"2793"	"ENSG00000115183.14"	"TANC1"
"2794"	"ENSG00000196151.10"	"WDSUB1"
"2795"	"ENSG00000123636.17"	"BAZ2B"
"2796"	"ENSG00000136536.14"	"39142"
"2797"	"ENSG00000241399.6"	"CD302"
"2798"	"ENSG00000248672.5"	"LY75-CD302"
"2799"	"ENSG00000054219.10"	"LY75"
"2800"	"ENSG00000153246.12"	"PLA2R1"
"2801"	"ENSG00000115221.10"	"ITGB6"
"2802"	"ENSG00000153250.19"	"RBMS1"
"2803"	"ENSG00000136560.13"	"TANK"
"2804"	"ENSG00000115233.11"	"PSMD14"
"2805"	"ENSG00000136535.14"	"TBR1"
"2806"	"ENSG00000144290.16"	"SLC4A10"
"2807"	"ENSG00000197635.9"	"DPP4"
"2808"	"ENSG00000115263.14"	"GCG"
"2809"	"ENSG00000078098.13"	"FAP"
"2810"	"ENSG00000115267.5"	"IFIH1"
"2811"	"ENSG00000115271.10"	"GCA"
"2812"	"ENSG00000184611.11"	"KCNH7"
"2813"	"ENSG00000182263.13"	"FIGN"
"2814"	"ENSG00000115290.9"	"GRB14"
"2815"	"ENSG00000082438.15"	"COBLL1"
"2816"	"ENSG00000169507.9"	"SLC38A11"
"2817"	"ENSG00000153253.16"	"SCN3A"
"2818"	"ENSG00000136531.15"	"SCN2A"
"2819"	"ENSG00000178662.15"	"CSRNP3"
"2820"	"ENSG00000115339.13"	"GALNT3"
"2821"	"ENSG00000123607.14"	"TTC21B"
"2822"	"ENSG00000144285.18"	"SCN1A"
"2823"	"ENSG00000169432.14"	"SCN9A"
"2824"	"ENSG00000136546.13"	"SCN7A"
"2825"	"ENSG00000163092.19"	"XIRP2"
"2826"	"ENSG00000172318.5"	"B3GALT1"
"2827"	"ENSG00000198648.10"	"STK39"
"2828"	"ENSG00000172292.14"	"CERS6"
"2829"	"ENSG00000163072.15"	"NOSTRIN"
"2830"	"ENSG00000152253.8"	"SPC25"
"2831"	"ENSG00000152254.10"	"G6PC2"
"2832"	"ENSG00000073734.8"	"ABCB11"
"2833"	"ENSG00000073737.16"	"DHRS9"
"2834"	"ENSG00000081479.12"	"LRP2"
"2835"	"ENSG00000163093.11"	"BBS5"
"2836"	"ENSG00000251569.1"	"AC093899.2"
"2837"	"ENSG00000239474.6"	"KLHL41"
"2838"	"ENSG00000138399.17"	"FASTKD1"
"2839"	"ENSG00000138398.15"	"PPIG"
"2840"	"ENSG00000154479.12"	"CCDC173"
"2841"	"ENSG00000144362.11"	"PHOSPHO2"
"2842"	"ENSG00000213160.9"	"KLHL23"
"2843"	"ENSG00000138385.15"	"SSB"
"2844"	"ENSG00000138382.14"	"METTL5"
"2845"	"ENSG00000144357.16"	"UBR3"
"2846"	"ENSG00000071909.18"	"MYO3B"
"2847"	"ENSG00000204335.3"	"SP5"
"2848"	"ENSG00000204334.7"	"ERICH2"
"2849"	"ENSG00000128683.13"	"GAD1"
"2850"	"ENSG00000115806.12"	"GORASP2"
"2851"	"ENSG00000198586.13"	"TLK1"
"2852"	"ENSG00000123600.19"	"METTL8"
"2853"	"ENSG00000115827.13"	"DCAF17"
"2854"	"ENSG00000071967.11"	"CYBRD1"
"2855"	"ENSG00000077380.15"	"DYNC1I2"
"2856"	"ENSG00000115840.13"	"SLC25A12"
"2857"	"ENSG00000128708.12"	"HAT1"
"2858"	"ENSG00000172878.13"	"METAP1D"
"2859"	"ENSG00000144355.14"	"DLX1"
"2860"	"ENSG00000115844.10"	"DLX2"
"2861"	"ENSG00000091409.14"	"ITGA6"
"2862"	"ENSG00000152256.13"	"PDK1"
"2863"	"ENSG00000091428.17"	"RAPGEF4"
"2864"	"ENSG00000091436.16"	"MAP3K20"
"2865"	"ENSG00000144354.13"	"CDCA7"
"2866"	"ENSG00000172845.14"	"SP3"
"2867"	"ENSG00000138430.15"	"OLA1"
"2868"	"ENSG00000217236.1"	"SP9"
"2869"	"ENSG00000138433.15"	"CIR1"
"2870"	"ENSG00000144306.14"	"SCRN3"
"2871"	"ENSG00000163328.13"	"GPR155"
"2872"	"ENSG00000115935.17"	"WIPF1"
"2873"	"ENSG00000138435.15"	"CHRNA1"
"2874"	"ENSG00000128656.13"	"CHN1"
"2875"	"ENSG00000115966.16"	"ATF2"
"2876"	"ENSG00000154518.9"	"ATP5G3"
"2877"	"ENSG00000144320.13"	"LNPK"
"2878"	"ENSG00000174279.4"	"EVX2"
"2879"	"ENSG00000128714.5"	"HOXD13"
"2880"	"ENSG00000170178.6"	"HOXD12"
"2881"	"ENSG00000128713.13"	"HOXD11"
"2882"	"ENSG00000128710.5"	"HOXD10"
"2883"	"ENSG00000128709.12"	"HOXD9"
"2884"	"ENSG00000175879.8"	"HOXD8"
"2885"	"ENSG00000128652.11"	"HOXD3"
"2886"	"ENSG00000278500.1"	"AC009336.2"
"2887"	"ENSG00000170166.5"	"HOXD4"
"2888"	"ENSG00000128645.14"	"HOXD1"
"2889"	"ENSG00000128654.13"	"MTX2"
"2890"	"ENSG00000170144.20"	"HNRNPA3"
"2891"	"ENSG00000116044.15"	"NFE2L2"
"2892"	"ENSG00000018510.13"	"AGPS"
"2893"	"ENSG00000196659.9"	"TTC30B"
"2894"	"ENSG00000197557.6"	"TTC30A"
"2895"	"ENSG00000128655.17"	"PDE11A"
"2896"	"ENSG00000284741.1"	"PDE11A"
"2897"	"ENSG00000155636.14"	"RBM45"
"2898"	"ENSG00000079156.16"	"OSBPL6"
"2899"	"ENSG00000180228.12"	"PRKRA"
"2900"	"ENSG00000204311.12"	"DFNB59"
"2901"	"ENSG00000079150.17"	"FKBP7"
"2902"	"ENSG00000116095.10"	"PLEKHA3"
"2903"	"ENSG00000155657.26"	"TTN"
"2904"	"ENSG00000163492.14"	"CCDC141"
"2905"	"ENSG00000187231.13"	"SESTD1"
"2906"	"ENSG00000144331.18"	"ZNF385B"
"2907"	"ENSG00000163510.13"	"CWC22"
"2908"	"ENSG00000170035.15"	"UBE2E3"
"2909"	"ENSG00000115232.13"	"ITGA4"
"2910"	"ENSG00000188452.13"	"CERKL"
"2911"	"ENSG00000162992.3"	"NEUROD1"
"2912"	"ENSG00000138434.16"	"SSFA2"
"2913"	"ENSG00000150722.10"	"PPP1R1C"
"2914"	"ENSG00000115252.18"	"PDE1A"
"2915"	"ENSG00000077232.17"	"DNAJC10"
"2916"	"ENSG00000162998.4"	"FRZB"
"2917"	"ENSG00000061676.14"	"NCKAP1"
"2918"	"ENSG00000162999.12"	"DUSP19"
"2919"	"ENSG00000163002.12"	"NUP35"
"2920"	"ENSG00000170396.7"	"ZNF804A"
"2921"	"ENSG00000188738.14"	"FSIP2"
"2922"	"ENSG00000065548.17"	"ZC3H15"
"2923"	"ENSG00000138448.11"	"ITGAV"
"2924"	"ENSG00000144369.12"	"FAM171B"
"2925"	"ENSG00000163012.3"	"ZSWIM2"
"2926"	"ENSG00000064989.12"	"CALCRL"
"2927"	"ENSG00000003436.15"	"TFPI"
"2928"	"ENSG00000144366.15"	"GULP1"
"2929"	"ENSG00000174325.4"	"DIRC1"
"2930"	"ENSG00000168542.14"	"COL3A1"
"2931"	"ENSG00000204262.11"	"COL5A2"
"2932"	"ENSG00000115368.9"	"WDR75"
"2933"	"ENSG00000138449.10"	"SLC40A1"
"2934"	"ENSG00000138381.9"	"ASNSD1"
"2935"	"ENSG00000151687.14"	"ANKAR"
"2936"	"ENSG00000128694.11"	"OSGEPL1"
"2937"	"ENSG00000128699.13"	"ORMDL1"
"2938"	"ENSG00000064933.17"	"PMS1"
"2939"	"ENSG00000187699.10"	"C2orf88"
"2940"	"ENSG00000138379.4"	"MSTN"
"2941"	"ENSG00000198130.15"	"HIBCH"
"2942"	"ENSG00000151689.12"	"INPP1"
"2943"	"ENSG00000151690.14"	"MFSD6"
"2944"	"ENSG00000189362.11"	"NEMP2"
"2945"	"ENSG00000138386.16"	"NAB1"
"2946"	"ENSG00000115419.12"	"GLS"
"2947"	"ENSG00000115415.18"	"STAT1"
"2948"	"ENSG00000138378.17"	"STAT4"
"2949"	"ENSG00000128641.18"	"MYO1B"
"2950"	"ENSG00000173559.12"	"NABP1"
"2951"	"ENSG00000168497.4"	"CAVIN2"
"2952"	"ENSG00000144339.11"	"TMEFF2"
"2953"	"ENSG00000196950.13"	"SLC39A10"
"2954"	"ENSG00000118997.13"	"DNAH7"
"2955"	"ENSG00000081320.10"	"STK17B"
"2956"	"ENSG00000138411.10"	"HECW2"
"2957"	"ENSG00000144395.17"	"CCDC150"
"2958"	"ENSG00000119041.10"	"GTF3C3"
"2959"	"ENSG00000187944.2"	"C2orf66"
"2960"	"ENSG00000197121.14"	"PGAP1"
"2961"	"ENSG00000065413.18"	"ANKRD44"
"2962"	"ENSG00000115524.15"	"SF3B1"
"2963"	"ENSG00000115520.8"	"COQ10B"
"2964"	"ENSG00000144381.16"	"HSPD1"
"2965"	"ENSG00000115541.10"	"HSPE1"
"2966"	"ENSG00000270757.1"	"HSPE1-MOB4"
"2967"	"ENSG00000115540.14"	"MOB4"
"2968"	"ENSG00000162944.10"	"RFTN2"
"2969"	"ENSG00000247626.4"	"MARS2"
"2970"	"ENSG00000152430.17"	"BOLL"
"2971"	"ENSG00000115896.15"	"PLCL1"
"2972"	"ENSG00000119042.16"	"SATB2"
"2973"	"ENSG00000226124.6"	"FTCDNL1"
"2974"	"ENSG00000178074.5"	"C2orf69"
"2975"	"ENSG00000162971.10"	"TYW5"
"2976"	"ENSG00000162972.10"	"MAIP1"
"2977"	"ENSG00000196141.13"	"SPATS2L"
"2978"	"ENSG00000155729.12"	"KCTD18"
"2979"	"ENSG00000163535.17"	"SGO2"
"2980"	"ENSG00000138356.13"	"AOX1"
"2981"	"ENSG00000082153.17"	"BZW1"
"2982"	"ENSG00000013441.15"	"CLK1"
"2983"	"ENSG00000240344.8"	"PPIL3"
"2984"	"ENSG00000196290.14"	"NIF3L1"
"2985"	"ENSG00000115942.8"	"ORC2"
"2986"	"ENSG00000155744.9"	"FAM126B"
"2987"	"ENSG00000119013.8"	"NDUFB3"
"2988"	"ENSG00000003402.19"	"CFLAR"
"2989"	"ENSG00000003400.14"	"CASP10"
"2990"	"ENSG00000064012.21"	"CASP8"
"2991"	"ENSG00000155749.12"	"ALS2CR12"
"2992"	"ENSG00000115993.12"	"TRAK2"
"2993"	"ENSG00000082146.12"	"STRADB"
"2994"	"ENSG00000155754.14"	"C2CD6"
"2995"	"ENSG00000155755.18"	"TMEM237"
"2996"	"ENSG00000082126.17"	"MPP4"
"2997"	"ENSG00000003393.14"	"ALS2"
"2998"	"ENSG00000138395.14"	"CDK15"
"2999"	"ENSG00000155760.2"	"FZD7"
"3000"	"ENSG00000182329.12"	"KIAA2012"
"3001"	"ENSG00000116030.16"	"SUMO1"
"3002"	"ENSG00000055044.10"	"NOP58"
"3003"	"ENSG00000204217.13"	"BMPR2"
"3004"	"ENSG00000138439.11"	"FAM117B"
"3005"	"ENSG00000163596.16"	"ICA1L"
"3006"	"ENSG00000138442.9"	"WDR12"
"3007"	"ENSG00000138380.17"	"CARF"
"3008"	"ENSG00000144426.18"	"NBEAL1"
"3009"	"ENSG00000119004.15"	"CYP20A1"
"3010"	"ENSG00000138443.15"	"ABI2"
"3011"	"ENSG00000173166.17"	"RAPH1"
"3012"	"ENSG00000178562.17"	"CD28"
"3013"	"ENSG00000163599.14"	"CTLA4"
"3014"	"ENSG00000163600.12"	"ICOS"
"3015"	"ENSG00000116117.17"	"PARD3B"
"3016"	"ENSG00000118257.16"	"NRP2"
"3017"	"ENSG00000114933.15"	"INO80D"
"3018"	"ENSG00000023228.13"	"NDUFS1"
"3019"	"ENSG00000114942.13"	"EEF1B2"
"3020"	"ENSG00000183671.12"	"GPR1"
"3021"	"ENSG00000204186.7"	"ZDBF2"
"3022"	"ENSG00000114948.12"	"ADAM23"
"3023"	"ENSG00000235118.7"	"FAM237A"
"3024"	"ENSG00000232125.2"	"DYTN"
"3025"	"ENSG00000138400.12"	"MDH1B"
"3026"	"ENSG00000118246.13"	"FASTKD2"
"3027"	"ENSG00000144410.4"	"CPO"
"3028"	"ENSG00000118263.14"	"KLF7"
"3029"	"ENSG00000118260.14"	"CREB1"
"3030"	"ENSG00000144401.14"	"METTL21A"
"3031"	"ENSG00000163249.11"	"CCNYL1"
"3032"	"ENSG00000163251.3"	"FZD5"
"3033"	"ENSG00000178385.14"	"PLEKHM3"
"3034"	"ENSG00000118231.4"	"CRYGD"
"3035"	"ENSG00000163254.4"	"CRYGC"
"3036"	"ENSG00000182187.3"	"CRYGB"
"3037"	"ENSG00000168582.4"	"CRYGA"
"3038"	"ENSG00000188674.10"	"C2orf80"
"3039"	"ENSG00000138413.13"	"IDH1"
"3040"	"ENSG00000115020.16"	"PIKFYVE"
"3041"	"ENSG00000144407.9"	"PTH2R"
"3042"	"ENSG00000078018.19"	"MAP2"
"3043"	"ENSG00000144406.18"	"UNC80"
"3044"	"ENSG00000197713.14"	"RPE"
"3045"	"ENSG00000144445.16"	"KANSL1L"
"3046"	"ENSG00000115361.7"	"ACADL"
"3047"	"ENSG00000168530.15"	"MYL1"
"3048"	"ENSG00000115365.11"	"LANCL1"
"3049"	"ENSG00000021826.14"	"CPS1"
"3050"	"ENSG00000178568.14"	"ERBB4"
"3051"	"ENSG00000030419.16"	"IKZF2"
"3052"	"ENSG00000144451.18"	"SPAG16"
"3053"	"ENSG00000174453.9"	"VWC2L"
"3054"	"ENSG00000138376.10"	"BARD1"
"3055"	"ENSG00000144452.14"	"ABCA12"
"3056"	"ENSG00000138363.14"	"ATIC"
"3057"	"ENSG00000115414.18"	"FN1"
"3058"	"ENSG00000118242.15"	"MREG"
"3059"	"ENSG00000115425.13"	"PECR"
"3060"	"ENSG00000163449.10"	"TMEM169"
"3061"	"ENSG00000079246.15"	"XRCC5"
"3062"	"ENSG00000144583.4"	"38047"
"3063"	"ENSG00000138375.12"	"SMARCAL1"
"3064"	"ENSG00000197756.9"	"RPL37A"
"3065"	"ENSG00000115457.9"	"IGFBP2"
"3066"	"ENSG00000115461.4"	"IGFBP5"
"3067"	"ENSG00000118245.2"	"TNP1"
"3068"	"ENSG00000231672.6"	"DIRC3"
"3069"	"ENSG00000079308.16"	"TNS1"
"3070"	"ENSG00000188282.12"	"RUFY4"
"3071"	"ENSG00000180871.7"	"CXCR2"
"3072"	"ENSG00000163464.7"	"CXCR1"
"3073"	"ENSG00000163466.15"	"ARPC2"
"3074"	"ENSG00000179921.14"	"GPBAR1"
"3075"	"ENSG00000127837.9"	"AAMP"
"3076"	"ENSG00000127838.13"	"PNKD"
"3077"	"ENSG00000135926.14"	"TMBIM1"
"3078"	"ENSG00000158428.3"	"CATIP"
"3079"	"ENSG00000018280.16"	"SLC11A1"
"3080"	"ENSG00000144579.7"	"CTDSP1"
"3081"	"ENSG00000127831.10"	"VIL1"
"3082"	"ENSG00000135913.10"	"USP37"
"3083"	"ENSG00000144580.13"	"CNOT9"
"3084"	"ENSG00000115556.13"	"PLCD4"
"3085"	"ENSG00000115568.15"	"ZNF142"
"3086"	"ENSG00000074582.12"	"BCS1L"
"3087"	"ENSG00000163481.7"	"RNF25"
"3088"	"ENSG00000163482.11"	"STK36"
"3089"	"ENSG00000135912.10"	"TTLL4"
"3090"	"ENSG00000135929.8"	"CYP27A1"
"3091"	"ENSG00000115592.11"	"PRKAG3"
"3092"	"ENSG00000115596.3"	"WNT6"
"3093"	"ENSG00000135925.8"	"WNT10A"
"3094"	"ENSG00000171450.5"	"CDK5R2"
"3095"	"ENSG00000163497.2"	"FEV"
"3096"	"ENSG00000163499.11"	"CRYBA2"
"3097"	"ENSG00000181378.13"	"CFAP65"
"3098"	"ENSG00000163501.6"	"IHH"
"3099"	"ENSG00000187736.12"	"NHEJ1"
"3100"	"ENSG00000280537.2"	"AC068946.1"
"3101"	"ENSG00000213901.10"	"SLC23A3"
"3102"	"ENSG00000115649.15"	"CNPPD1"
"3103"	"ENSG00000144567.10"	"RETREG2"
"3104"	"ENSG00000158552.12"	"ZFAND2B"
"3105"	"ENSG00000115657.12"	"ABCB6"
"3106"	"ENSG00000198925.10"	"ATG9A"
"3107"	"ENSG00000163516.13"	"ANKZF1"
"3108"	"ENSG00000163521.15"	"GLB1L"
"3109"	"ENSG00000115661.13"	"STK16"
"3110"	"ENSG00000127824.13"	"TUBA4A"
"3111"	"ENSG00000243910.7"	"TUBA4B"
"3112"	"ENSG00000135924.15"	"DNAJB2"
"3113"	"ENSG00000054356.13"	"PTPRN"
"3114"	"ENSG00000182698.11"	"RESP18"
"3115"	"ENSG00000123992.18"	"DNPEP"
"3116"	"ENSG00000175084.11"	"DES"
"3117"	"ENSG00000072195.14"	"SPEG"
"3118"	"ENSG00000144591.18"	"GMPPA"
"3119"	"ENSG00000072182.12"	"ASIC4"
"3120"	"ENSG00000123989.13"	"CHPF"
"3121"	"ENSG00000188760.10"	"TMEM198"
"3122"	"ENSG00000124006.14"	"OBSL1"
"3123"	"ENSG00000123999.4"	"INHA"
"3124"	"ENSG00000144589.21"	"STK11IP"
"3125"	"ENSG00000114923.16"	"SLC4A3"
"3126"	"ENSG00000116106.11"	"EPHA4"
"3127"	"ENSG00000135903.18"	"PAX3"
"3128"	"ENSG00000163081.2"	"CCDC140"
"3129"	"ENSG00000163082.9"	"SGPP2"
"3130"	"ENSG00000116120.9"	"FARSB"
"3131"	"ENSG00000124003.12"	"MOGAT1"
"3132"	"ENSG00000123983.13"	"ACSL3"
"3133"	"ENSG00000152049.6"	"KCNE4"
"3134"	"ENSG00000171951.4"	"SCG2"
"3135"	"ENSG00000152056.16"	"AP1S3"
"3136"	"ENSG00000085449.14"	"WDFY1"
"3137"	"ENSG00000135900.3"	"MRPL44"
"3138"	"ENSG00000135919.12"	"SERPINE2"
"3139"	"ENSG00000124019.9"	"FAM124B"
"3140"	"ENSG00000036257.12"	"CUL3"
"3141"	"ENSG00000283428.1"	"CCDC195"
"3142"	"ENSG00000135905.18"	"DOCK10"
"3143"	"ENSG00000144460.12"	"NYAP2"
"3144"	"ENSG00000169047.5"	"IRS1"
"3145"	"ENSG00000144468.16"	"RHBDD1"
"3146"	"ENSG00000081052.11"	"COL4A4"
"3147"	"ENSG00000169031.18"	"COL4A3"
"3148"	"ENSG00000168958.19"	"MFF"
"3149"	"ENSG00000168955.3"	"TM4SF20"
"3150"	"ENSG00000284629.1"	"AC097662.2"
"3151"	"ENSG00000173744.17"	"AGFG1"
"3152"	"ENSG00000284643.1"	"AC064853.4"
