id	name
ENSG00000260244.1	AC104083.1
ENSG00000248429.5	AC098679.1
ENSG00000250266.1	LINC01612
ENSG00000245213.6	AC105285.1
ENSG00000248774.1	AC097534.1
ENSG00000272870.1	AC097534.2
ENSG00000237125.8	HAND2-AS1
ENSG00000250708.1	LINC02269
ENSG00000248174.5	LINC02268
ENSG00000251584.1	AC096751.2
ENSG00000250131.1	AC078881.1
ENSG00000272646.1	AC079766.1
ENSG00000251359.4	WWC2-AS2
ENSG00000232648.3	AC107214.1
ENSG00000272744.1	AC107214.2
ENSG00000283383.1	AC108477.1
ENSG00000180712.3	LINC02363
ENSG00000249096.6	LINC02362
ENSG00000271646.1	AC099343.3
ENSG00000254233.1	LINC02365
ENSG00000251230.5	MIR3945HG
ENSG00000249679.1	AC106897.1
ENSG00000250829.2	AC108865.1
ENSG00000272218.1	AC108865.2
ENSG00000248370.1	LINC02434
ENSG00000278974.1	AC093909.6
ENSG00000248925.1	AC021087.1
ENSG00000221990.4	EXOC3-AS1
ENSG00000188242.4	PP7080
ENSG00000225138.7	SLC9A3-AS1
ENSG00000250385.1	AC106772.2
ENSG00000249650.1	AC106772.1
ENSG00000215246.5	AC116351.1
ENSG00000272347.1	AC116351.2
ENSG00000249201.2	CTD-3080P12.3
ENSG00000250584.2	LINC01511
ENSG00000271119.1	AC026412.3
ENSG00000248994.1	AC126768.2
ENSG00000250056.5	LINC01018
ENSG00000249159.6	AC091965.1
ENSG00000272049.1	AC091965.4
ENSG00000247516.6	MIR4458HG
ENSG00000250786.1	SNHG18
ENSG00000272417.1	AC034229.4
ENSG00000271715.1	AC012640.3
ENSG00000259802.1	AC012640.2
ENSG00000248783.1	AC106771.1
ENSG00000248131.5	LINC01194
ENSG00000261360.1	AC010491.1
ENSG00000272057.1	AC016575.1
ENSG00000248223.1	AC026785.2
ENSG00000249199.1	AC026785.3
ENSG00000248693.1	LINC02100
ENSG00000251629.6	LINC02241
ENSG00000279107.1	AC138951.2
ENSG00000248874.5	C5orf17
ENSG00000250337.5	LINC01021
ENSG00000279923.1	AC022417.1
ENSG00000272086.1	AC025181.2
ENSG00000250697.1	AC010343.3
ENSG00000249572.1	AC034231.1
ENSG00000271771.1	AC139792.1
ENSG00000271874.1	AC025754.2
ENSG00000272323.1	AC026801.3
ENSG00000250155.1	AC008957.1
ENSG00000248461.1	LINC02119
ENSG00000249740.2	OSMR-AS1
ENSG00000271334.5	LINC02104
ENSG00000271788.1	AC008875.1
ENSG00000177738.3	AC025171.1
ENSG00000251131.1	AC025171.3
ENSG00000272382.1	AC025171.5
ENSG00000215068.7	AC025171.2
ENSG00000272144.1	AC025171.4
ENSG00000261604.1	AC114947.2
ENSG00000249492.1	AC114956.3
ENSG00000248554.1	AC114956.2
ENSG00000248240.1	AC114956.1
ENSG00000248092.7	NNT-AS1
ENSG00000279557.1	AC010435.1
ENSG00000251141.5	AC093297.2
ENSG00000272335.1	AC093297.3
ENSG00000250360.1	AC008808.2
ENSG00000251573.2	LINC02106
ENSG00000259663.2	AC010478.1
ENSG00000248898.1	AC022126.1
ENSG00000247796.2	AC008966.1
ENSG00000272416.1	AC025175.1
ENSG00000251307.1	AC026704.1
ENSG00000248727.5	LINC01948
ENSG00000152931.7	PART1
ENSG00000272308.1	AC104113.1
ENSG00000249279.5	LINC02057
ENSG00000272370.1	AC092354.2
ENSG00000272354.1	AC092354.1
ENSG00000250081.1	AC025176.1
ENSG00000269961.1	AC010359.1
ENSG00000250421.5	AC106798.1
ENSG00000248884.1	AC010280.2
ENSG00000248359.1	AC010280.1
ENSG00000250237.1	AC010273.2
ENSG00000280187.1	AC022107.1
ENSG00000261269.1	AC093278.2
ENSG00000271926.1	AC008972.1
ENSG00000272081.1	AC008972.2
ENSG00000249743.5	AC116345.1
ENSG00000272525.1	AC099522.2
ENSG00000248474.1	LINC02122
ENSG00000250889.2	LINC01336
ENSG00000271815.1	AC008897.3
ENSG00000272040.1	AC010245.2
ENSG00000250802.6	ZBED3-AS1
ENSG00000245556.2	SCAMP1-AS1
ENSG00000249825.5	CTD-2201I18.1
ENSG00000249042.5	AC008771.1
ENSG00000248870.1	AC026782.2
ENSG00000248112.1	AC108174.1
ENSG00000271862.1	AC104118.1
ENSG00000250320.5	AC113383.1
ENSG00000250874.1	AC010595.1
ENSG00000280009.1	AC020923.1
ENSG00000248363.5	AC016550.2
ENSG00000247828.7	TMEM161B-AS1
ENSG00000234292.3	AC123595.1
ENSG00000248323.5	LUCAT1
ENSG00000237187.8	NR2F1-AS1
ENSG00000249746.1	AC099509.1
ENSG00000247121.6	AC009126.1
ENSG00000248489.1	LINC02062
ENSG00000250682.5	LINC00491
ENSG00000251026.1	LINC02163
ENSG00000272523.1	LINC01023
ENSG00000271849.1	AC012603.1
ENSG00000278921.2	EPB41L4A-AS2
ENSG00000249791.1	AC008494.2
ENSG00000271797.1	AC008494.3
ENSG00000271918.1	AC034236.2
ENSG00000249167.1	SEMA6A-AS2
ENSG00000248663.6	LINC00992
ENSG00000248927.1	AC114284.1
ENSG00000250328.5	MGC32805
ENSG00000260686.1	AC008669.1
ENSG00000249996.1	AC106786.2
ENSG00000223652.2	AC106786.1
ENSG00000279118.1	AC093535.2
ENSG00000283897.1	AC011416.4
ENSG00000245937.7	LINC01184
ENSG00000233006.6	MIR3936HG
ENSG00000272023.1	AC010240.3
ENSG00000271737.1	AC008608.2
ENSG00000270177.1	AC104109.2
ENSG00000279469.1	AC109454.4
ENSG00000248559.1	AC109454.2
ENSG00000250564.1	AC109454.3
ENSG00000250994.1	AC005355.1
ENSG00000251169.2	LINC01843
ENSG00000280420.1	AC005355.2
ENSG00000277619.1	AC008406.3
ENSG00000249082.2	C5orf66-AS1
ENSG00000270021.1	AC026691.1
ENSG00000250284.1	AC109439.2
ENSG00000249526.1	AC008667.1
ENSG00000245146.6	LINC01024
ENSG00000254363.6	AC011379.2
ENSG00000249637.1	AC008438.1
ENSG00000283155.1	AC116353.4
ENSG00000272108.1	AC244517.1
ENSG00000279375.1	AC244517.7
ENSG00000272070.1	AC005618.1
ENSG00000278925.1	AC005753.1
ENSG00000280047.1	AC091825.1
ENSG00000231185.6	SPRY4-AS1
ENSG00000251556.1	AC091887.1
ENSG00000250343.1	STK32A-AS1
ENSG00000249669.9	CARMN
ENSG00000272112.1	AC011374.2
ENSG00000245275.7	SAP30L-AS1
ENSG00000245812.2	LINC02202
ENSG00000279204.1	AC134043.2
ENSG00000253522.5	MIR3142HG
ENSG00000253417.5	LINC02159
ENSG00000253348.1	AC008514.1
ENSG00000253736.1	AC022217.3
ENSG00000204758.7	AC008429.1
ENSG00000253428.1	LINC01942
ENSG00000249306.5	LINC01411
ENSG00000251144.1	AC113346.1
ENSG00000248596.7	AC139491.2
ENSG00000246334.2	PRR7-AS1
ENSG00000279821.1	AC145098.2
ENSG00000272459.1	AC139795.3
ENSG00000247679.2	AC139795.2
ENSG00000249684.5	AC106795.2
ENSG00000254035.1	AC104117.3
ENSG00000253163.1	AC109479.1
ENSG00000250999.1	AC136604.3
ENSG00000248367.1	AC008610.1
ENSG00000250509.1	AC034213.1
ENSG00000278970.1	HEIH
ENSG00000245060.6	LINC00847
ENSG00000250222.1	AC008443.5
ENSG00000248514.1	AC008443.4
ENSG00000248275.1	TRIM52-AS1
ENSG00000248103.1	AC008443.3
ENSG00000238035.8	AC138035.1
ENSG00000272463.1	AL357054.4
ENSG00000270937.1	AL033381.2
ENSG00000281809.1	AL499606.1
ENSG00000261730.1	AL034346.1
ENSG00000272279.1	AL512329.2
ENSG00000280916.1	FOXCUT
ENSG00000250903.8	GMDS-AS1
ENSG00000272465.1	AL031768.1
ENSG00000230438.6	SERPINB9P1
ENSG00000230269.6	LINC02525
ENSG00000270504.1	AL391422.3
ENSG00000260604.2	AL590004.4
ENSG00000279926.1	AL138831.3
ENSG00000230648.1	AL138831.1
ENSG00000260239.1	LINC02533
ENSG00000272142.1	AL359643.3
ENSG00000233064.2	AL136307.1
ENSG00000261211.1	AL031123.2
ENSG00000279368.1	AL031123.3
ENSG00000226281.2	AL031123.1
ENSG00000261189.1	AL031058.1
ENSG00000251164.1	HULC
ENSG00000230939.1	AL591475.1
ENSG00000231056.1	LINC02522
ENSG00000272097.1	AL024498.1
ENSG00000272209.1	AL023583.1
ENSG00000229646.2	AL109914.1
ENSG00000271888.1	AL136162.1
ENSG00000229931.1	AL137003.1
ENSG00000272341.1	AL137003.2
ENSG00000272269.1	AL138724.1
ENSG00000228412.7	AL022068.1
ENSG00000272168.6	CASC15
ENSG00000272462.2	U91328.2
ENSG00000272810.1	U91328.4
ENSG00000228223.3	HCG11
ENSG00000272468.1	AL021807.1
ENSG00000271755.1	AL031118.1
ENSG00000281706.2	LINC01012
ENSG00000272009.1	AL121944.1
ENSG00000269293.2	ZSCAN16-AS1
ENSG00000280107.1	AL022393.1
ENSG00000225173.1	AL662890.2
ENSG00000224157.1	HCG14
ENSG00000204709.4	LINC01556
ENSG00000227214.2	HCG15
ENSG00000244349.1	AL662791.4
ENSG00000229274.1	AL662860.1
ENSG00000214922.9	HLA-F-AS1
ENSG00000272236.1	AL645939.5
ENSG00000204625.10	HCG9
ENSG00000270604.5	HCG17
ENSG00000280128.1	AL662795.2
ENSG00000231074.8	HCG18
ENSG00000235781.1	AL662800.1
ENSG00000272273.1	AL662797.2
ENSG00000214894.6	LINC00243
ENSG00000228789.6	HCG22
ENSG00000272501.1	AL662844.4
ENSG00000206344.7	HCG27
ENSG00000272221.1	AL645933.2
ENSG00000206337.10	HCP5
ENSG00000235663.1	SAPCD1-AS1
ENSG00000228962.1	HCG23
ENSG00000272217.1	AL645940.1
ENSG00000232940.5	HCG25
ENSG00000197251.3	LINC00336
ENSG00000272288.5	AL451165.2
ENSG00000246982.6	Z84485.1
ENSG00000204110.6	LINC02520
ENSG00000225945.1	AL121574.1
ENSG00000227131.1	AL139275.2
ENSG00000234753.5	FOXP4-AS1
ENSG00000261068.2	AL512274.1
ENSG00000231113.2	AL035587.1
ENSG00000272223.1	AL136304.1
ENSG00000237686.6	AL109615.3
ENSG00000231769.2	AL035701.1
ENSG00000270761.1	AL355353.1
ENSG00000235122.3	AL121974.1
ENSG00000225791.6	TRAM2-AS1
ENSG00000235899.1	LINC01564
ENSG00000227885.1	AL590652.1
ENSG00000228614.1	AL513211.1
ENSG00000224984.1	AL512363.1
ENSG00000261116.1	AL049555.1
ENSG00000272316.1	AL021368.2
ENSG00000283352.1	AL021368.4
ENSG00000237643.1	AL365226.2
ENSG00000271967.1	AL583856.2
ENSG00000233237.6	LINC00472
ENSG00000279312.1	AL136164.4
ENSG00000279289.1	AL136164.3
ENSG00000225793.2	AL080250.1
ENSG00000270362.1	HMGN3-AS1
ENSG00000272137.1	AL451064.1
ENSG00000272129.1	AL359715.4
ENSG00000279022.1	AL359715.5
ENSG00000233967.6	AL359715.2
ENSG00000260645.1	AL359715.3
ENSG00000226453.1	LINC02542
ENSG00000231776.5	LINC01611
ENSG00000234155.1	LINC02535
ENSG00000203875.10	SNHG5
ENSG00000234426.1	AL139042.1
ENSG00000261366.1	MANEA-AS1
ENSG00000233797.1	UFL1-AS1
ENSG00000228506.1	AL513550.1
ENSG00000260000.2	AL133338.1
ENSG00000272102.1	AL133406.3
ENSG00000229654.1	LINC02526
ENSG00000235142.7	LINC02532
ENSG00000280135.1	AL096816.1
ENSG00000272476.1	AL024507.2
ENSG00000271734.1	Z98200.1
ENSG00000260273.1	AL359711.2
ENSG00000232311.1	AL512303.1
ENSG00000230177.1	AL080317.1
ENSG00000271789.1	AL080317.2
ENSG00000231889.7	TRAF3IP2-AS1
ENSG00000236347.1	AL513123.1
ENSG00000230943.1	LINC02541
ENSG00000227502.2	LINC01268
ENSG00000279453.1	Z99129.4
ENSG00000231842.1	AC020559.1
ENSG00000226149.5	AL356124.1
ENSG00000227220.1	AL133346.1
ENSG00000236166.1	AL021408.1
ENSG00000232310.6	AL078590.3
ENSG00000231028.8	LINC00271
ENSG00000260418.1	AL023284.4
ENSG00000272189.1	AL024508.2
ENSG00000230533.2	AL357060.1
ENSG00000283265.1	AL356234.2
ENSG00000237499.6	AL357060.2
ENSG00000226004.1	AL591468.1
ENSG00000225177.5	AL590617.2
ENSG00000234147.1	AL035446.1
ENSG00000227192.1	AL023581.2
ENSG00000233452.6	STXBP5-AS1
ENSG00000230205.1	AL359382.1
ENSG00000233330.1	AL078581.1
ENSG00000278899.1	AL358852.1
ENSG00000268592.3	RAET1E-AS1
ENSG00000271265.1	AL355297.3
ENSG00000271551.2	AL355297.4
ENSG00000271040.1	AL390955.2
ENSG00000203711.11	C6orf99
ENSG00000233682.3	AL356417.2
ENSG00000272841.1	AL139393.2
ENSG00000270419.1	CAHM
ENSG00000227598.1	Z94721.1
ENSG00000231720.1	AL353747.3
ENSG00000228648.1	AL353747.2
ENSG00000203688.4	LINC02487
ENSG00000146521.9	LINC01558
ENSG00000269155.2	AL009178.2
ENSG00000198221.8	AFDN-AS1
ENSG00000229921.6	KIF25-AS1
ENSG00000223485.2	LINC01615
ENSG00000261039.2	LINC02544
ENSG00000226445.1	BX322234.1
ENSG00000272848.1	AL009176.1
ENSG00000232640.1	AL354892.2
ENSG00000229214.1	LINC00242
ENSG00000231690.2	LINC00574
ENSG00000236173.1	AL049612.1
ENSG00000273100.1	AL596442.2
ENSG00000282572.2	AC215522.2
ENSG00000242611.2	AC093627.6
ENSG00000242474.2	AC093627.5
ENSG00000240859.1	AC093627.4
ENSG00000261795.1	AC093627.7
ENSG00000249574.1	AC226118.1
ENSG00000223855.1	HRAT92
ENSG00000229043.2	AC091729.3
ENSG00000225981.1	AC102953.1
ENSG00000273230.1	AC102953.2
ENSG00000230487.7	PSMG3-AS1
ENSG00000231476.1	AC074389.2
ENSG00000217455.8	AC073316.1
ENSG00000272953.1	AC092171.4
ENSG00000234432.4	AC092171.3
ENSG00000273084.1	AC092171.5
ENSG00000231704.5	AC004895.1
ENSG00000228010.5	AC073343.2
ENSG00000230825.1	AC005532.1
ENSG00000272732.1	AC004982.1
ENSG00000272894.5	AC004982.2
ENSG00000229970.3	AC007128.1
ENSG00000272328.1	AC007128.2
ENSG00000271185.1	AC007029.1
ENSG00000229618.2	AC011287.1
ENSG00000229108.1	MEOX2-AS1
ENSG00000272361.2	AC005014.2
ENSG00000237773.5	AC003075.1
ENSG00000236039.2	AC019117.1
ENSG00000279048.1	AC080080.1
ENSG00000243004.5	AC005062.1
ENSG00000233834.6	AC005083.1
ENSG00000271133.5	AC004130.1
ENSG00000228649.8	SNHG26
ENSG00000230658.1	KLHL7-AS1
ENSG00000223561.6	AC005165.1
ENSG00000270933.1	AC010719.1
ENSG00000214870.8	AC004540.1
ENSG00000233429.9	HOTAIRM1
ENSG00000240990.9	HOXA11-AS
ENSG00000253508.1	AC004080.2
ENSG00000243766.7	HOTTIP
ENSG00000224322.1	AC004009.1
ENSG00000279429.1	AC004009.2
ENSG00000228421.2	AC005013.1
ENSG00000223813.2	AC007255.1
ENSG00000227017.1	AC007036.1
ENSG00000196295.11	AC005154.1
ENSG00000231418.1	AC005090.1
ENSG00000281332.1	AC018645.3
ENSG00000272905.1	AC018648.1
ENSG00000271122.1	AC018647.2
ENSG00000228878.7	SEPT7-AS1
ENSG00000272908.1	AC006033.2
ENSG00000281103.1	TRG-AS1
ENSG00000188185.11	LINC00265
ENSG00000259826.1	AC072061.1
ENSG00000261019.1	AC010132.4
ENSG00000232006.8	AC005537.1
ENSG00000214783.9	POLR2J4
ENSG00000235314.1	LINC00957
ENSG00000234183.1	LINC01952
ENSG00000272768.1	AC004854.2
ENSG00000260997.1	AC004847.1
ENSG00000232956.8	SNHG15
ENSG00000223829.5	AC004870.2
ENSG00000205628.2	LINC01446
ENSG00000260653.5	AC237221.1
ENSG00000226581.1	AC092634.3
ENSG00000282381.1	AC104073.4
ENSG00000272693.3	AC073107.1
ENSG00000179406.7	LINC00174
ENSG00000237310.1	GS1-124K5.4
ENSG00000273142.1	AC073335.2
ENSG00000273448.1	AC006480.2
ENSG00000235475.1	LINC01372
ENSG00000273069.1	AC211433.2
ENSG00000265479.6	DTX2P1-UPK3BP1-PMS2P11
ENSG00000225703.1	AC114737.1
ENSG00000273341.1	AC004921.1
ENSG00000214293.8	APTR
ENSG00000232756.1	AC004990.1
ENSG00000234456.7	MAGI2-AS3
ENSG00000224046.1	AC005076.1
ENSG00000182165.17	TP53TG1
ENSG00000244055.1	AC007566.1
ENSG00000237819.5	AC002454.1
ENSG00000231170.5	AC002451.1
ENSG00000284707.1	AC079781.5
ENSG00000242687.2	AC004893.2
ENSG00000235077.1	AC073842.1
ENSG00000272752.6	STAG3L5P-PVRIG2P-PILRB
ENSG00000240211.1	AC092849.1
ENSG00000232445.1	AC006329.1
ENSG00000239480.1	AC073517.1
ENSG00000225329.3	LHFPL3-AS2
ENSG00000237513.1	AC007384.1
ENSG00000228393.3	LINC01004
ENSG00000239569.3	KMT2E-AS1
ENSG00000280439.1	AC004836.1
ENSG00000228742.9	AC002384.1
ENSG00000283585.1	AC002384.2
ENSG00000272854.1	AC004839.1
ENSG00000241764.3	AC002467.1
ENSG00000226851.1	AC004112.1
ENSG00000227199.1	ST7-AS1
ENSG00000272686.1	AC006333.2
ENSG00000224899.1	AC019155.3
ENSG00000240758.2	AC010655.2
ENSG00000273270.1	AC090114.2
ENSG00000242588.5	AC108010.1
ENSG00000271553.1	AC018638.7
ENSG00000271344.1	AC018638.6
ENSG00000275106.1	AC025594.3
ENSG00000273329.1	AC078846.1
ENSG00000229196.3	AC087071.1
ENSG00000233559.1	LINC00513
ENSG00000226380.9	AC016831.1
ENSG00000271204.1	AC016831.5
ENSG00000273319.1	AC058791.1
ENSG00000231721.6	LINC-PINT
ENSG00000273297.1	AC009275.1
ENSG00000260231.1	JHDM1D-AS1
ENSG00000244701.1	AC004918.1
ENSG00000228775.7	WEE2-AS1
ENSG00000241657.1	TRBV11-2
ENSG00000272619.1	AC093673.2
ENSG00000232533.1	AC093673.1
ENSG00000284644.1	AC074386.1
ENSG00000273314.1	AC005229.4
ENSG00000281189.1	GHET1
ENSG00000204934.10	ATP6V0E2-AS1
ENSG00000273293.1	AC093458.1
ENSG00000279536.1	AC093458.2
ENSG00000241449.5	AC092666.1
ENSG00000261305.1	AC005586.2
ENSG00000240449.1	AC005586.1
ENSG00000242258.1	LINC00996
ENSG00000243836.5	WDR86-AS1
ENSG00000239911.2	PRKAG2-AS1
ENSG00000261455.1	LINC01003
ENSG00000234722.3	LINC01287
ENSG00000214106.7	PAXIP1-AS2
ENSG00000273344.1	PAXIP1-AS1
ENSG00000273117.1	AC144652.1
ENSG00000216895.9	AC009403.1
ENSG00000204876.4	AC021218.1
ENSG00000182648.11	LINC01006
ENSG00000243479.3	MNX1-AS1
ENSG00000229660.1	AC004975.2
ENSG00000253696.2	KBTBD11-OT1
ENSG00000253764.1	AC019257.1
ENSG00000253853.1	AC246817.1
ENSG00000246089.3	AC016065.1
ENSG00000215374.5	FAM66B
ENSG00000253893.2	FAM85B
ENSG00000254153.1	AC103957.2
ENSG00000254367.5	AC087269.1
ENSG00000253426.5	AC022784.3
ENSG00000279949.1	AC022784.8
ENSG00000248538.6	AC022784.1
ENSG00000253641.5	LINCR-0001
ENSG00000280294.1	AC011008.2
ENSG00000270076.1	AF131215.7
ENSG00000255394.4	C8orf49
ENSG00000255052.4	FAM66D
ENSG00000255495.1	AC145124.1
ENSG00000227888.4	FAM66A
ENSG00000283674.2	AC068587.6
ENSG00000270154.1	AC130352.1
ENSG00000253944.1	AC027117.2
ENSG00000253671.1	AC027117.1
ENSG00000245281.6	AC124242.1
ENSG00000254064.1	AC105206.2
ENSG00000251034.1	AC037459.2
ENSG00000253616.5	AC107959.3
ENSG00000253930.1	TNFRSF10A-AS1
ENSG00000246582.2	AC100861.1
ENSG00000253390.1	AC104561.1
ENSG00000253476.1	AC091185.1
ENSG00000260253.1	AC084262.1
ENSG00000253632.1	AC084026.2
ENSG00000251191.7	LINC00589
ENSG00000272375.1	AC026979.4
ENSG00000254109.5	RBPMS-AS1
ENSG00000247134.6	AC090204.1
ENSG00000272338.2	AC067838.1
ENSG00000253642.5	AF279873.3
ENSG00000253363.5	AC090809.1
ENSG00000253123.3	AC091182.1
ENSG00000253746.1	AC091182.2
ENSG00000253161.5	LINC01605
ENSG00000253414.2	AC124067.2
ENSG00000254290.1	AC124067.4
ENSG00000260949.1	AP006545.1
ENSG00000272128.1	AP006545.2
ENSG00000272092.1	AC087623.3
ENSG00000253361.1	AC069120.1
ENSG00000254100.1	AC069120.3
ENSG00000253140.1	AC026904.2
ENSG00000272076.1	AC090186.1
ENSG00000228801.5	AC064807.1
ENSG00000272024.1	AC064807.4
ENSG00000253844.1	AC064807.2
ENSG00000237807.3	AC022034.2
ENSG00000260955.2	AC100821.2
ENSG00000272343.1	AC107952.2
ENSG00000205293.3	LINC01602
ENSG00000167912.5	AC090152.1
ENSG00000251396.6	LINC01301
ENSG00000254777.5	AC022182.1
ENSG00000254802.1	AC022182.2
ENSG00000270673.1	YTHDF3-AS1
ENSG00000261542.1	AC011978.2
ENSG00000272010.1	AC100814.1
ENSG00000253138.5	LINC00967
ENSG00000245910.8	SNHG6
ENSG00000271966.1	AC021321.1
ENSG00000246528.3	AC079089.1
ENSG00000253967.1	AC022730.4
ENSG00000253636.1	AC022893.1
ENSG00000253339.1	AC111149.2
ENSG00000254288.1	AC087672.3
ENSG00000253706.5	AC011632.1
ENSG00000249395.2	CASC9
ENSG00000253661.1	ZFHX4-AS1
ENSG00000261618.1	AC083837.1
ENSG00000272138.1	LINC01607
ENSG00000251867.3	AC009812.1
ENSG00000254162.1	AC009812.3
ENSG00000260317.1	AC009812.4
ENSG00000254027.1	AC009902.2
ENSG00000253374.5	AC023644.1
ENSG00000280193.1	AC132219.2
ENSG00000253898.1	LINC01419
ENSG00000253549.5	CA3-AS1
ENSG00000254231.1	AC103760.1
ENSG00000251136.8	AF117829.1
ENSG00000253738.1	OTUD6B-AS1
ENSG00000253704.1	AC023632.2
ENSG00000261437.1	AC108860.2
ENSG00000254267.1	AP003438.1
ENSG00000278914.1	AP003355.3
ENSG00000271930.1	AC016877.3
ENSG00000253948.1	AC104986.2
ENSG00000253217.1	AP001574.1
ENSG00000253666.1	AP000424.1
ENSG00000254364.1	AP000424.2
ENSG00000260368.1	AC027373.1
ENSG00000253395.1	AP003469.2
ENSG00000261087.1	AP003469.4
ENSG00000271882.1	AP001330.5
ENSG00000254024.1	AP001207.3
ENSG00000246263.2	UBR5-AS1
ENSG00000283959.1	AP002851.1
ENSG00000253669.3	AP003356.1
ENSG00000253320.5	AZIN1-AS1
ENSG00000254281.1	AP003354.2
ENSG00000247081.7	BAALC-AS1
ENSG00000266289.1	AC012213.3
ENSG00000271830.1	AC012213.4
ENSG00000253477.5	AC012213.1
ENSG00000254615.2	AC027031.2
ENSG00000253796.1	AC104248.1
ENSG00000281641.2	SAMD12-AS1
ENSG00000254343.2	AC091563.1
ENSG00000248690.6	HAS2-AS1
ENSG00000255364.1	SMILR
ENSG00000255325.2	AC108136.1
ENSG00000272384.1	AC016405.3
ENSG00000272043.1	AC016405.2
ENSG00000253227.1	AC090192.2
ENSG00000245149.3	RNF139-AS1
ENSG00000245164.6	LINC00861
ENSG00000254286.5	AC083923.2
ENSG00000253573.1	AC024382.1
ENSG00000253438.2	PCAT1
ENSG00000254166.2	CASC19
ENSG00000246228.6	CASC8
ENSG00000253929.1	CASC21
ENSG00000249859.9	PVT1
ENSG00000280055.1	TMEM75
ENSG00000261220.2	AC103706.1
ENSG00000279518.1	AC083843.3
ENSG00000259820.1	AC083843.2
ENSG00000253988.1	AC079015.1
ENSG00000259891.1	AC107375.1
ENSG00000280303.2	AC067931.2
ENSG00000253595.5	LINC01300
ENSG00000261655.1	AC100803.2
ENSG00000247317.3	AC105202.1
ENSG00000177335.10	C8orf31
ENSG00000253716.5	MINCR
ENSG00000254389.3	RHPN1-AS1
ENSG00000253931.1	AC105118.1
ENSG00000254338.1	MAFA-AS1
ENSG00000254859.1	AC067930.4
ENSG00000255050.1	AC067930.5
ENSG00000254812.1	AC067930.3
ENSG00000255224.1	AC109322.1
ENSG00000272115.1	AC233992.3
ENSG00000254533.1	AF186192.1
ENSG00000263612.1	AF186192.3
ENSG00000255164.1	AF235103.1
ENSG00000255559.1	ZNF252P-AS1
ENSG00000232104.3	RFX3-AS1
ENSG00000273061.1	CDC37L1-AS1
ENSG00000228739.1	AL162384.1
ENSG00000236924.1	AL162411.1
ENSG00000225489.6	AL354707.1
ENSG00000232035.1	AL135790.1
ENSG00000270372.1	AL162413.1
ENSG00000270547.5	LINC01235
ENSG00000226197.2	AL583785.1
ENSG00000273399.2	AL159169.3
ENSG00000272871.1	AL159169.2
ENSG00000273226.1	AL391834.2
ENSG00000260912.1	AL158206.1
ENSG00000171889.3	MIR31HG
ENSG00000240498.6	CDKN2B-AS1
ENSG00000234840.1	LINC01239
ENSG00000233554.5	B4GALT1-AS1
ENSG00000226562.3	CYP4F26P
ENSG00000281128.1	PTENP1-AS
ENSG00000260947.1	AL356489.2
ENSG00000233776.5	LINC01251
ENSG00000230074.1	AL162231.2
ENSG00000269900.3	RMRP
ENSG00000227388.2	AL133410.1
ENSG00000281649.1	EBLN3P
ENSG00000234160.1	AL513165.1
ENSG00000204860.4	FAM201A
ENSG00000278175.3	GLIDR
ENSG00000283886.1	BX664615.2
ENSG00000280077.1	AL353763.2
ENSG00000279456.1	AL353763.1
ENSG00000154537.4	FAM27C
ENSG00000235659.1	AL391987.4
ENSG00000238113.6	LINC01410
ENSG00000170161.6	AL512625.1
ENSG00000234506.5	LINC01506
ENSG00000278910.3	BANCR
ENSG00000268364.1	SMC5-AS1
ENSG00000235523.1	AL135924.2
ENSG00000225434.2	LINC01504
ENSG00000236849.5	LINC01474
ENSG00000229109.1	AL137847.1
ENSG00000254473.1	AL354920.1
ENSG00000269994.1	AL513318.2
ENSG00000234460.1	AL772337.3
ENSG00000228216.1	AL355607.1
ENSG00000230537.1	AL158071.2
ENSG00000237422.1	AL158071.3
ENSG00000233081.1	AL353764.1
ENSG00000227603.1	AL583839.1
ENSG00000235601.1	BARX1-AS1
ENSG00000269946.1	AL158152.2
ENSG00000269929.1	AL158152.1
ENSG00000232063.1	AL691447.2
ENSG00000231806.2	PCAT7
ENSG00000175611.11	LINC00476
ENSG00000225194.2	LINC00092
ENSG00000224848.1	AL589843.1
ENSG00000203279.3	AL590705.1
ENSG00000254876.5	AL590705.5
ENSG00000255145.2	STX17-AS1
ENSG00000259953.1	AL138756.1
ENSG00000230185.4	C9orf147
ENSG00000226609.1	AL390067.1
ENSG00000235119.1	AL138895.1
ENSG00000228714.2	AL731897.1
ENSG00000233569.1	AL161630.1
ENSG00000261534.1	AL596244.1
ENSG00000229245.2	AL359636.1
ENSG00000231465.2	AL359636.2
ENSG00000261094.2	AC007066.2
ENSG00000236643.1	AL354928.1
ENSG00000227218.7	AL157935.1
ENSG00000234771.3	SLC25A25-AS1
ENSG00000232850.3	PTGES2-AS1
ENSG00000207955.5	MIR219A2
ENSG00000228395.1	AL356481.1
ENSG00000234705.1	HMGA1P4
ENSG00000223478.1	AL441992.1
ENSG00000268707.1	AL158151.4
ENSG00000204055.4	AL158151.1
ENSG00000224307.1	AL161785.1
ENSG00000268615.1	AL353803.5
ENSG00000233901.5	LINC01503
ENSG00000204054.13	LINC00963
ENSG00000227619.1	AL391056.1
ENSG00000270755.1	AL136141.1
ENSG00000273249.1	BX649632.1
ENSG00000273473.1	BX649601.1
ENSG00000233936.1	AL390778.2
ENSG00000225361.3	PPP1R26-AS1
ENSG00000238058.1	AL355574.1
ENSG00000260193.1	AL138781.1
