id	name
ENSG00000196366.3	C9orf163
ENSG00000237886.1	NALT1
ENSG00000279141.3	LINC01451
ENSG00000228401.4	HSPC324
ENSG00000233016.6	SNHG7
ENSG00000260190.1	AL807752.5
ENSG00000268996.3	MAN1B1-AS1
ENSG00000260996.1	BX255925.1
ENSG00000203993.4	ARRDC1-AS1
ENSG00000229869.1	AL359878.2
ENSG00000205740.2	AL359878.1
ENSG00000273001.1	AL731533.2
ENSG00000228353.1	AL450322.1
ENSG00000233117.2	LINC00702
ENSG00000231298.6	LINC00704
ENSG00000205488.8	CALML3-AS1
ENSG00000242147.1	AL365356.5
ENSG00000231483.1	AL365356.4
ENSG00000228951.1	AL365356.3
ENSG00000215244.2	AL137145.2
ENSG00000237943.6	PRKCQ-AS1
ENSG00000223784.1	LINP1
ENSG00000238266.1	LINC00707
ENSG00000278982.1	AL139125.2
ENSG00000228636.1	AL157401.1
ENSG00000225383.7	SFTA1P
ENSG00000271046.1	AL512631.1
ENSG00000233256.1	AL355870.1
ENSG00000272853.1	AC069544.1
ENSG00000273153.1	AC067747.1
ENSG00000229124.6	VIM-AS1
ENSG00000240291.1	AL450384.2
ENSG00000231920.1	NEBL-AS1
ENSG00000279631.1	AL158211.5
ENSG00000261671.1	AL158211.1
ENSG00000273107.1	AL512598.1
ENSG00000234296.1	AL390961.2
ENSG00000262412.1	AL160291.1
ENSG00000254635.5	WAC-AS1
ENSG00000224597.9	SVIL-AS1
ENSG00000259994.1	AL353796.1
ENSG00000237036.4	ZEB1-AS1
ENSG00000237797.1	AL161935.3
ENSG00000273038.2	AL365203.3
ENSG00000226386.1	PARD3-AS1
ENSG00000283000.1	AL392046.2
ENSG00000226578.1	AL132657.1
ENSG00000236514.1	AL135791.1
ENSG00000185904.11	LINC00839
ENSG00000233515.1	LINC01518
ENSG00000259869.1	AL022344.2
ENSG00000273008.1	AC010864.1
ENSG00000224265.1	AC068707.1
ENSG00000230555.2	AL450326.1
ENSG00000273363.1	AL353801.3
ENSG00000165511.6	C10orf25
ENSG00000227683.1	AL358394.1
ENSG00000272430.1	AL356056.3
ENSG00000254929.6	AL591684.2
ENSG00000276850.4	AC245041.2
ENSG00000273760.1	AC245041.1
ENSG00000178440.5	LINC00843
ENSG00000226200.6	SGMS1-AS1
ENSG00000231131.6	LINC01468
ENSG00000228651.1	AC074327.1
ENSG00000227121.1	AC073174.1
ENSG00000254271.1	AC022390.1
ENSG00000228065.10	LINC01515
ENSG00000272892.1	AL133551.1
ENSG00000260400.1	AL513534.1
ENSG00000236154.1	AL450311.2
ENSG00000279406.1	AL359183.1
ENSG00000272630.1	AL731563.3
ENSG00000227540.1	DNAJC9-AS1
ENSG00000221817.9	PPP3CB-AS1
ENSG00000268584.1	AC073389.1
ENSG00000272791.1	AC073389.3
ENSG00000271816.1	BMS1P4
ENSG00000272140.2	AC022400.5
ENSG00000279088.1	AC022400.7
ENSG00000226051.6	ZNF503-AS1
ENSG00000270087.5	AC010997.3
ENSG00000237149.5	ZNF503-AS2
ENSG00000273248.1	AC010997.5
ENSG00000272692.1	AC010997.4
ENSG00000233871.2	DLG5-AS1
ENSG00000224596.7	ZMIZ1-AS1
ENSG00000244733.5	AL132656.2
ENSG00000225484.6	NUTM2B-AS1
ENSG00000280355.1	AL132656.4
ENSG00000272447.1	AL135925.1
ENSG00000230091.6	TMEM254-AS1
ENSG00000237523.1	LINC00857
ENSG00000226659.1	AC021028.1
ENSG00000229404.5	LINC00858
ENSG00000227896.2	AL731569.1
ENSG00000272631.1	AC067750.1
ENSG00000223482.7	NUTM2A-AS1
ENSG00000224914.3	LINC00863
ENSG00000261438.1	AL157394.1
ENSG00000232229.5	LINC00865
ENSG00000228701.1	TNKS2-AS1
ENSG00000225850.3	AL355490.1
ENSG00000227356.2	LINC00866
ENSG00000224934.3	AL391684.1
ENSG00000229278.1	AL133353.1
ENSG00000235823.2	OLMALINC
ENSG00000272572.1	AL138762.1
ENSG00000273476.1	AL133215.3
ENSG00000273162.1	AL133215.2
ENSG00000224817.1	AC010789.1
ENSG00000269609.5	RPARP-AS1
ENSG00000272933.1	AL391121.1
ENSG00000234699.1	AL139339.1
ENSG00000260461.1	AL133355.1
ENSG00000231233.1	CFAP58-AS1
ENSG00000273143.1	AL355512.1
ENSG00000232470.1	AL136368.1
ENSG00000203497.2	PDCD4-AS1
ENSG00000260917.1	AL158212.3
ENSG00000225292.2	AL158212.1
ENSG00000177640.15	CASC2
ENSG00000278484.1	AC010998.3
ENSG00000223432.1	AC009988.1
ENSG00000276742.1	AL731566.2
ENSG00000249456.1	AL731577.2
ENSG00000282787.1	AL157888.1
ENSG00000234134.1	AL158835.2
ENSG00000227374.1	AL157832.1
ENSG00000231705.1	AL451069.2
ENSG00000180066.9	C10orf91
ENSG00000273980.1	AL592071.1
ENSG00000230724.9	LINC01001
ENSG00000255026.1	AC136475.3
ENSG00000255328.1	AC136475.5
ENSG00000270972.1	AC136475.9
ENSG00000254739.1	AC137894.1
ENSG00000247095.2	MIR210HG
ENSG00000255284.1	AP006621.3
ENSG00000279672.1	AP006621.5
ENSG00000255142.1	AP006621.2
ENSG00000255108.1	AP006621.1
ENSG00000254872.3	AC139749.1
ENSG00000198788.8	MUC2
ENSG00000255153.1	TOLLIP-AS1
ENSG00000233930.3	KRTAP5-AS1
ENSG00000230834.1	AC068580.2
ENSG00000229671.1	LINC01150
ENSG00000130600.17	H19
ENSG00000224513.2	AC109309.1
ENSG00000254757.1	AC127526.3
ENSG00000255367.3	AC127526.4
ENSG00000228661.1	AC090587.1
ENSG00000254480.1	AC015689.1
ENSG00000267940.1	AC022762.2
ENSG00000282556.1	AC068733.3
ENSG00000254900.1	AC091053.2
ENSG00000254860.5	TMEM9B-AS1
ENSG00000268403.2	AC132192.2
ENSG00000245522.2	AC026250.1
ENSG00000254554.1	AC080023.1
ENSG00000247271.6	ZBED5-AS1
ENSG00000254847.1	AC009806.1
ENSG00000251381.7	LINC00958
ENSG00000254670.1	AC084859.1
ENSG00000260196.1	AC124798.1
ENSG00000254560.5	BBOX1-AS1
ENSG00000255521.1	AL356215.1
ENSG00000280331.1	AC061999.1
ENSG00000283341.1	AC068205.2
ENSG00000244953.1	AC087521.1
ENSG00000255226.1	AC044839.2
ENSG00000205106.4	DKFZp779M0652
ENSG00000255007.1	LINC02489
ENSG00000255197.5	AC090559.1
ENSG00000280010.1	AP001350.2
ENSG00000245571.6	AP001258.1
ENSG00000255139.1	AP000442.2
ENSG00000257052.1	AP003721.4
ENSG00000279491.1	AP003733.4
ENSG00000267811.1	AP001160.2
ENSG00000255717.6	SNHG1
ENSG00000256940.1	AP001453.2
ENSG00000257086.1	AP001453.3
ENSG00000236935.1	AP003774.4
ENSG00000269038.1	AP001462.1
ENSG00000229719.5	MIR194-2HG
ENSG00000278952.1	AP003068.4
ENSG00000254614.2	AP003068.2
ENSG00000255478.1	AP000944.1
ENSG00000245532.7	NEAT1
ENSG00000251562.7	MALAT1
ENSG00000260233.3	SSSCA1-AS1
ENSG00000255557.1	AP001266.2
ENSG00000255038.1	AP006287.2
ENSG00000255320.1	AP000759.1
ENSG00000254458.1	AP001107.3
ENSG00000255468.6	AP001107.9
ENSG00000254510.1	AP001107.5
ENSG00000255517.6	AP002748.3
ENSG00000251637.6	AP003716.1
ENSG00000255031.5	AP002807.1
ENSG00000255236.2	AP002992.1
ENSG00000250508.1	AP000808.1
ENSG00000255741.1	AP000808.2
ENSG00000261625.1	AP003071.4
ENSG00000260877.2	AP005233.2
ENSG00000255774.1	AP000439.2
ENSG00000260679.1	AP007216.2
ENSG00000255191.1	AP003555.3
ENSG00000254605.1	AP003555.2
ENSG00000254417.1	ANO1-AS2
ENSG00000254972.1	AP003498.1
ENSG00000215841.3	AP002761.1
ENSG00000260401.1	AP002761.4
ENSG00000257038.1	AP002761.3
ENSG00000279117.1	AP001972.5
ENSG00000255507.5	AP003031.2
ENSG00000255362.1	AP000785.2
ENSG00000255135.3	AP002360.2
ENSG00000254810.1	AP001189.3
ENSG00000261578.1	AP003119.3
ENSG00000246174.7	KCTD21-AS1
ENSG00000251323.2	AP003086.1
ENSG00000246067.7	RAB30-AS1
ENSG00000255503.1	AP001767.3
ENSG00000279900.1	AP001767.4
ENSG00000247137.8	AP000873.2
ENSG00000279742.1	AP000974.1
ENSG00000278989.1	AP001148.1
ENSG00000254731.1	AP003059.1
ENSG00000246523.7	AP001528.1
ENSG00000280385.1	AP000648.3
ENSG00000250519.6	AP002784.1
ENSG00000233536.2	AP000943.1
ENSG00000255666.5	AP000943.2
ENSG00000245552.6	AP000787.1
ENSG00000248027.1	AP001351.1
ENSG00000277459.1	AP001527.2
ENSG00000281655.1	AP000851.2
ENSG00000260966.1	AP001486.2
ENSG00000254998.1	AP003181.1
ENSG00000261098.1	AP000766.1
ENSG00000271584.2	LINC02550
ENSG00000196167.9	COLCA1
ENSG00000254990.5	AP001781.2
ENSG00000250303.3	AP002884.3
ENSG00000246100.3	LINC00900
ENSG00000280032.1	AP002800.1
ENSG00000255422.1	AP002954.1
ENSG00000278376.1	AP004609.3
ENSG00000255121.2	AP003392.4
ENSG00000271751.1	AP003392.5
ENSG00000272186.1	AP003392.6
ENSG00000245248.7	USP2-AS1
ENSG00000254854.1	AP003390.1
ENSG00000255248.7	MIR100HG
ENSG00000250073.2	AP000866.2
ENSG00000245498.6	AP000866.1
ENSG00000260209.1	AP000842.3
ENSG00000175773.12	AP002986.1
ENSG00000255455.2	AP003486.1
ENSG00000280237.3	MIR4697HG
ENSG00000255545.7	AP004608.1
ENSG00000261799.1	AC007406.5
ENSG00000250899.3	AC125807.2
ENSG00000256969.1	AC007207.2
ENSG00000256164.1	CCND2-AS1
ENSG00000256417.1	AC006206.2
ENSG00000255775.1	AC005845.1
ENSG00000256433.2	AC005840.3
ENSG00000215039.6	CD27-AS1
ENSG00000255966.1	AC006064.3
ENSG00000270068.1	AC125494.3
ENSG00000269892.1	AC125494.2
ENSG00000257084.1	MIR200CHG
ENSG00000271969.1	U47924.1
ENSG00000205885.7	C1RL-AS1
ENSG00000256967.1	AC018653.3
ENSG00000226711.6	FAM66C
ENSG00000275367.1	AC092111.1
ENSG00000215241.3	LINC02449
ENSG00000249790.2	AC092490.1
ENSG00000245105.2	A2M-AS1
ENSG00000237248.4	LINC00987
ENSG00000256427.1	AC010175.1
ENSG00000260423.1	LINC02367
ENSG00000284634.1	AC092821.3
ENSG00000257027.1	AC010186.3
ENSG00000245648.1	AC022075.1
ENSG00000256039.1	LINC02446
ENSG00000247157.6	LINC01252
ENSG00000205791.3	LOH12CR2
ENSG00000275963.1	AC008115.4
ENSG00000256658.1	AC008115.1
ENSG00000247498.9	GPRC5D-AS1
ENSG00000180861.9	LINC01559
ENSG00000256084.1	AC092112.1
ENSG00000214772.2	AC010168.1
ENSG00000261324.2	AC010168.2
ENSG00000255910.1	AC024901.1
ENSG00000256287.1	LINC02398
ENSG00000255864.5	AC069208.1
ENSG00000278743.1	AC087239.1
ENSG00000246695.7	RASSF8-AS1
ENSG00000256234.1	AC022509.2
ENSG00000256185.1	AC055720.2
ENSG00000247903.1	AC024896.1
ENSG00000256377.5	AC009509.1
ENSG00000276261.1	AC009509.4
ENSG00000257599.2	OVCH1-AS1
ENSG00000235884.3	LINC00941
ENSG00000245614.3	DDX11-AS1
ENSG00000275097.1	AC024940.5
ENSG00000256232.1	LINC02387
ENSG00000255867.1	DENND5B-AS1
ENSG00000276900.1	AC023157.3
ENSG00000255760.1	LINC02422
ENSG00000276136.1	AC016957.2
ENSG00000255652.3	AC140847.2
ENSG00000273015.2	AC008124.1
ENSG00000257261.5	AC008014.1
ENSG00000257496.1	AC025031.1
ENSG00000272369.1	AC008035.1
ENSG00000257925.1	AC008083.1
ENSG00000258181.1	AC008083.3
ENSG00000257924.1	LINC02416
ENSG00000257906.1	LINC02156
ENSG00000280054.1	AC004241.5
ENSG00000274902.1	AC004241.2
ENSG00000276814.1	AC004801.6
ENSG00000273765.1	AC024257.4
ENSG00000257660.5	AC117498.2
ENSG00000258017.1	AC011603.2
ENSG00000257588.1	AC025154.2
ENSG00000272368.2	AC074032.1
ENSG00000272724.1	OR7E47P
ENSG00000257337.6	AC068888.1
ENSG00000270175.1	AC023509.4
ENSG00000249641.2	HOXC13-AS
ENSG00000228630.5	HOTAIR
ENSG00000251151.2	HOXC-AS3
ENSG00000249388.1	AC023794.2
ENSG00000258137.5	AC079313.2
ENSG00000258056.2	AC009779.2
ENSG00000258199.1	AC073896.4
ENSG00000257698.1	AC084033.3
ENSG00000257443.1	AC068305.3
ENSG00000221949.5	LINC01465
ENSG00000257354.2	AC048341.2
ENSG00000275180.1	AC048341.3
ENSG00000279444.1	AC135584.1
ENSG00000256248.1	AC134511.1
ENSG00000235872.2	AC078777.1
ENSG00000255733.5	IFNG-AS1
ENSG00000251301.6	LINC02384
ENSG00000273824.1	AC008033.3
ENSG00000274979.1	AC020656.2
ENSG00000257815.5	LINC01481
ENSG00000257613.1	LINC01481
ENSG00000258053.1	AC025575.2
ENSG00000258077.2	AC078923.1
ENSG00000258088.1	AC078820.1
ENSG00000257219.5	LINC02407
ENSG00000257526.2	AC107032.2
ENSG00000257557.2	PPP1R12A-AS1
ENSG00000258815.1	AC131532.1
ENSG00000281333.1	AC024941.2
ENSG00000271327.1	AC010201.2
ENSG00000271259.1	AC010201.1
ENSG00000270344.2	POC1B-AS1
ENSG00000271614.1	ATP2B1-AS1
ENSG00000277738.1	AC126175.1
ENSG00000258125.1	AC025254.1
ENSG00000257893.2	LINC02404
ENSG00000257242.7	LINC01619
ENSG00000257345.2	LINC02413
ENSG00000257252.5	AC124947.1
ENSG00000246985.7	SOCS2-AS1
ENSG00000257283.1	AC012464.1
ENSG00000278916.1	CEP83-AS1
ENSG00000245017.2	LINC02453
ENSG00000257167.2	TMPO-AS1
ENSG00000279148.1	AC126474.1
ENSG00000257696.1	AC010203.2
ENSG00000257543.1	AC063948.1
ENSG00000257681.1	AC025265.1
ENSG00000257327.1	AC012555.1
ENSG00000260329.1	AC007541.1
ENSG00000257221.3	AC007569.1
ENSG00000256139.2	AC007637.1
ENSG00000280426.1	AC084876.2
ENSG00000257595.2	LINC02356
ENSG00000258099.1	ATXN2-AS
ENSG00000234608.7	MAPKAPK5-AS1
ENSG00000249550.6	LINC01234
ENSG00000196668.3	LINC00173
ENSG00000257883.1	AC125603.2
ENSG00000257654.1	AC125603.1
ENSG00000258285.1	TESC-AS1
ENSG00000270482.1	AC026367.1
ENSG00000275759.1	AC026367.3
ENSG00000275409.1	AC026367.2
ENSG00000277283.1	AC004812.2
ENSG00000255857.5	PXN-AS1
ENSG00000278344.1	AC063943.3
ENSG00000256008.2	AC125616.1
ENSG00000277423.1	AC069234.5
ENSG00000276188.1	AC069234.4
ENSG00000241388.4	HNF1A-AS1
ENSG00000274029.1	AC069209.1
ENSG00000256742.1	AC145422.1
ENSG00000256546.1	AC156455.1
ENSG00000274191.1	AC026333.4
ENSG00000235423.8	AC068768.1
ENSG00000256092.2	AC137767.1
ENSG00000247373.3	AC055713.1
ENSG00000278973.1	AC073592.2
ENSG00000280444.1	AC073592.10
ENSG00000279931.1	AC073593.1
ENSG00000275212.1	AC005858.1
ENSG00000256128.5	LINC00944
ENSG00000249345.6	LINC02405
ENSG00000256001.1	AC079949.1
ENSG00000278266.1	AC079949.2
ENSG00000256643.1	LINC02441
ENSG00000214039.8	LINC02418
ENSG00000276122.1	AC026336.3
ENSG00000250208.6	FZD10-AS1
ENSG00000256725.1	AC095350.2
ENSG00000280217.1	AC126564.1
ENSG00000255992.1	AC131009.1
ENSG00000279640.1	AC138466.5
ENSG00000256576.2	LINC02361
ENSG00000256312.1	AC138466.1
ENSG00000274373.1	AC148476.1
ENSG00000280311.1	AC131212.4
ENSG00000279516.1	FAM230C
ENSG00000226352.2	PSPC1-AS2
ENSG00000275964.1	AL355001.2
ENSG00000277020.4	AL590096.1
ENSG00000278291.1	AL161772.1
ENSG00000224429.7	LINC00539
ENSG00000276476.2	LINC00540
ENSG00000229558.2	SACS-AS1
ENSG00000230641.1	USP12-AS2
ENSG00000275294.4	LINC02340
ENSG00000234772.1	LINC00412
ENSG00000247381.3	PLUT
ENSG00000260704.1	LINC00543
ENSG00000261485.1	PAN3-AS1
ENSG00000224511.1	LINC00365
ENSG00000238121.5	LINC00426
ENSG00000225039.1	LINC01058
ENSG00000279314.1	AC002525.1
ENSG00000235822.1	LINC01073
ENSG00000230490.2	AL139383.1
ENSG00000234535.1	AL161719.1
ENSG00000232986.1	AL139081.1
ENSG00000223685.5	LINC00571
ENSG00000278390.4	AL354696.2
ENSG00000283554.1	LINC02341
ENSG00000271216.1	LINC01050
ENSG00000227258.5	SMIM2-AS1
ENSG00000237361.2	TUSC8
ENSG00000278156.1	TSC22D1-AS1
ENSG00000235097.1	LINC00330
ENSG00000170919.15	TPT1-AS1
ENSG00000228886.1	AL138963.1
ENSG00000235366.2	LINC01055
ENSG00000228573.1	AL138962.1
ENSG00000234689.1	LINC00444
ENSG00000260388.2	LINC00562
ENSG00000227848.1	SUCLA2-AS1
ENSG00000231473.2	LINC00441
ENSG00000233456.1	LINC01077
ENSG00000233610.1	LINC00462
ENSG00000275202.1	AL161421.1
ENSG00000231607.10	DLEU2
ENSG00000176124.11	DLEU1
ENSG00000236778.7	INTS6-AS1
ENSG00000231856.2	AL162377.1
ENSG00000217576.7	AL158066.1
ENSG00000278238.1	AL359513.1
ENSG00000273784.4	AL137058.2
ENSG00000273723.1	AL139089.1
ENSG00000278630.1	LINC02335
ENSG00000227674.1	LINC00355
ENSG00000279754.1	AL162376.1
ENSG00000224853.1	LINC00393
ENSG00000228295.1	LINC00392
ENSG00000261105.5	LMO7-AS1
ENSG00000278727.1	AC000403.1
ENSG00000233379.1	AL139002.1
ENSG00000227354.6	RBM26-AS1
ENSG00000227676.3	LINC01068
ENSG00000215417.12	MIR17HG
ENSG00000227640.2	SOX21-AS1
ENSG00000247400.3	DNAJC3-AS1
ENSG00000224418.1	STK24-AS1
ENSG00000260992.1	DOCK9-AS2
ENSG00000228889.6	UBAC2-AS1
ENSG00000280734.2	LINC01232
ENSG00000280710.2	AL139035.1
ENSG00000203441.2	LINC00449
ENSG00000274605.1	AL355338.1
ENSG00000276957.1	AL158063.1
ENSG00000233532.5	LINC00460
ENSG00000230156.2	LINC00443
ENSG00000278698.1	AL162574.2
ENSG00000275216.1	AL161431.1
ENSG00000275880.1	AL139385.1
ENSG00000255874.2	LINC00346
ENSG00000229520.1	LINC00404
ENSG00000224243.1	LINC00403
ENSG00000277159.1	AL139384.2
ENSG00000274922.1	AL139384.1
ENSG00000283828.1	AL137002.2
ENSG00000272695.1	GAS6-AS2
ENSG00000277128.1	AL589743.4
ENSG00000259001.3	AL355075.4
ENSG00000258810.1	AL133371.2
ENSG00000136315.4	AL355922.1
ENSG00000258441.1	LINC00641
ENSG00000251002.7	AC244502.1
ENSG00000259054.1	LINC02332
ENSG00000258458.5	AL160314.2
ENSG00000258457.5	AL132780.2
ENSG00000274002.1	AL135999.3
ENSG00000215256.3	DHRS4-AS1
ENSG00000225766.9	DHRS4L1
ENSG00000258744.1	AL132800.1
ENSG00000257842.5	NOVA1-AS1
ENSG00000257869.1	AL139023.1
ENSG00000258175.1	LINC02300
ENSG00000257636.6	G2E3-AS1
ENSG00000257831.1	AL136418.1
ENSG00000258474.1	LINC02313
ENSG00000258386.1	AL352984.1
ENSG00000258655.2	ARHGAP5-AS1
ENSG00000279423.1	AL445363.3
ENSG00000258738.1	AL121603.2
ENSG00000258938.1	AL162311.3
ENSG00000283098.1	AL132857.2
ENSG00000258708.1	SLC25A21-AS1
ENSG00000259087.5	AL121790.2
ENSG00000259083.1	AL132639.3
ENSG00000251363.2	LINC02315
ENSG00000258636.1	AL121821.1
ENSG00000258616.5	LINC02303
ENSG00000259129.5	LINC00648
ENSG00000282885.1	AL627171.2
ENSG00000278002.1	AL627171.1
ENSG00000214900.9	LINC01588
ENSG00000258955.1	LINC00519
ENSG00000258698.1	AL139317.1
ENSG00000237356.5	AL365295.1
ENSG00000225680.1	AL163953.1
ENSG00000235269.1	LINC02331
ENSG00000186615.10	KTN1-AS1
ENSG00000258791.7	LINC00520
ENSG00000259868.2	AL163952.1
ENSG00000277763.1	AL138995.1
ENSG00000259483.1	AL355073.1
ENSG00000275569.1	AL355073.2
ENSG00000259969.1	AL049838.1
ENSG00000258667.1	HIF1A-AS2
ENSG00000258943.1	AL049871.1
ENSG00000274015.1	AL136038.5
ENSG00000258760.1	AL355076.2
ENSG00000259062.2	ACTN1-AS1
ENSG00000258689.1	LINC01269
ENSG00000259153.1	AC004816.1
ENSG00000275630.1	AC004816.2
ENSG00000274818.1	AC004825.2
ENSG00000259146.3	AC005476.2
ENSG00000266869.1	AC005993.1
ENSG00000251393.3	AC005280.1
ENSG00000279026.1	AC005225.5
ENSG00000259065.1	AC005520.2
ENSG00000270000.1	AC005479.3
ENSG00000259005.1	AC005479.2
ENSG00000259687.1	LINC01220
ENSG00000259319.1	AF111167.2
ENSG00000259124.1	AC008050.1
ENSG00000258569.1	AC007376.2
ENSG00000258301.3	VASH1-AS1
ENSG00000258602.1	LINC01629
ENSG00000273729.1	AC007686.3
ENSG00000273783.1	AL136040.2
ENSG00000258733.5	LINC02328
ENSG00000258867.5	LINC01146
ENSG00000283627.1	AL137785.1
ENSG00000275198.1	AL512791.2
ENSG00000258884.1	LINC02321
ENSG00000260810.1	AL135818.2
ENSG00000258798.1	AL133153.2
ENSG00000279286.2	AL133373.2
ENSG00000235706.7	DICER1-AS1
ENSG00000258572.1	AL133467.1
ENSG00000247092.6	SNHG10
ENSG00000258927.1	AL133467.2
ENSG00000270038.1	AL133467.4
ENSG00000260806.1	AL163051.1
ENSG00000225163.4	LINC00618
ENSG00000246223.8	LINC01550
ENSG00000258982.1	AL133523.1
ENSG00000214548.14	MEG3
ENSG00000259004.1	LINC02285
ENSG00000258460.1	AL355096.1
ENSG00000259023.2	LINC00524
ENSG00000258498.8	DIO3OS
ENSG00000258919.1	AL049836.1
ENSG00000258404.1	LINC02320
ENSG00000258512.1	LINC00239
ENSG00000271780.1	AL118558.3
ENSG00000272444.1	AL118558.4
ENSG00000258959.1	AL118558.1
ENSG00000259230.1	LINC02323
ENSG00000259444.1	AL161669.1
ENSG00000251533.2	LINC00605
ENSG00000278071.1	AL161669.3
ENSG00000259775.1	AL138976.2
ENSG00000260285.1	AL133367.1
ENSG00000258534.1	AL132712.1
ENSG00000258914.1	AL132712.2
ENSG00000258748.1	AL359399.1
ENSG00000258913.1	C14orf144
ENSG00000256050.2	AL583722.1
ENSG00000279140.1	AL590326.2
ENSG00000258701.1	LINC00638
ENSG00000258593.2	AL583810.1
ENSG00000257556.1	LINC02298
ENSG00000280244.1	AL512356.3
ENSG00000253364.2	AL928742.1
ENSG00000244620.1	AC246787.2
ENSG00000226777.7	FAM30A
ENSG00000271201.1	AC247036.1
ENSG00000270816.5	LINC00221
ENSG00000278626.1	AC023310.4
ENSG00000224078.13	SNHG14
ENSG00000257647.1	AC124312.2
ENSG00000257151.1	PWAR6
ENSG00000256802.2	AC022613.1
ENSG00000259647.1	AC111152.2
ENSG00000270055.1	AC127502.2
ENSG00000259448.2	LINC02352
ENSG00000259772.6	AC012236.1
ENSG00000261064.1	LINC02256
ENSG00000244952.2	AC123768.2
ENSG00000274444.1	AC078909.2
ENSG00000259225.6	LINC02345
ENSG00000236914.3	LINC01852
ENSG00000259747.1	AC104261.1
ENSG00000259345.5	AC013652.1
ENSG00000261136.1	AC023908.3
ENSG00000248508.6	SRP14-AS1
ENSG00000245849.6	RAD51-AS1
ENSG00000261183.5	SPINT1-AS1
ENSG00000274798.1	AC025166.1
ENSG00000251161.3	AC020661.1
ENSG00000247556.6	OIP5-AS1
ENSG00000174171.5	AC020659.1
ENSG00000179523.4	EIF3J-AS1
ENSG00000276121.1	AC122108.2
ENSG00000259187.1	AC122108.1
ENSG00000259354.5	AC025580.2
ENSG00000275709.1	AC090527.3
ENSG00000273972.1	AC068722.2
ENSG00000244879.6	GABPB1-AS1
ENSG00000259240.1	MIR4713HG
ENSG00000259203.1	AC016044.1
ENSG00000247982.6	LINC00926
ENSG00000260172.1	LINC01413
ENSG00000259250.1	AC018904.1
ENSG00000245975.2	AC090515.2
ENSG00000259353.1	AC090515.4
ENSG00000259564.1	AC009554.1
ENSG00000259672.1	AC087612.1
ENSG00000259268.1	AC007950.1
ENSG00000259635.1	AC100830.1
ENSG00000259471.1	LINC01169
ENSG00000259673.5	IQCH-AS1
ENSG00000270964.1	AC016355.1
ENSG00000259215.1	AC027237.2
ENSG00000245750.7	DRAIC
ENSG00000260037.5	AC104938.1
ENSG00000261423.1	TMEM202-AS1
ENSG00000261187.1	AC079322.1
ENSG00000261801.5	LOXL1-AS1
ENSG00000247240.7	UBL7-AS1
ENSG00000261775.1	AC012435.2
ENSG00000275645.1	AC068338.3
ENSG00000260274.1	AC068338.2
ENSG00000246877.1	DNM1P35
ENSG00000259420.5	AC046168.2
ENSG00000279235.1	AC011944.2
ENSG00000259642.2	ST20-AS1
ENSG00000259495.2	AC016705.2
ENSG00000277782.1	AC068870.2
ENSG00000259692.5	AC104041.1
ENSG00000259445.1	AC025219.1
ENSG00000278202.1	AC243919.1
ENSG00000279758.1	AC105339.4
ENSG00000259442.1	AC105339.2
ENSG00000250988.7	SNHG21
ENSG00000260608.1	AC024270.4
ENSG00000259244.1	AC048382.2
ENSG00000275120.2	AC048382.5
ENSG00000259762.1	AC021739.5
ENSG00000259416.2	AC021739.3
ENSG00000260123.1	AC013565.1
ENSG00000261441.1	AC124068.2
ENSG00000259685.2	AC092769.1
ENSG00000259736.1	CRTC3-AS1
ENSG00000259704.1	AC124248.1
ENSG00000278514.1	AC068831.8
ENSG00000260337.3	AC091544.5
ENSG00000272888.5	LINC01578
ENSG00000258754.7	LINC01579
ENSG00000270017.1	AC107976.1
ENSG00000248441.6	LINC01197
ENSG00000259134.5	LINC00924
ENSG00000247809.7	NR2F2-AS1
ENSG00000259359.1	AC012409.1
ENSG00000275322.1	AC103746.1
ENSG00000259275.2	AC087477.2
ENSG00000259485.1	LINC02253
ENSG00000259664.2	LINC02254
ENSG00000277987.1	LINC02351
ENSG00000259424.1	AC118658.1
ENSG00000259590.1	AC015660.2
ENSG00000259760.1	AC015660.3
ENSG00000259341.1	AC015660.1
ENSG00000259363.5	AC090825.1
ENSG00000189419.6	SPATA41
ENSG00000270127.2	AC027020.2
ENSG00000232386.9	AC015712.1
ENSG00000259182.5	AC019254.1
ENSG00000282793.1	AC090164.4
ENSG00000231439.4	WASIR2
ENSG00000268836.1	Z69706.1
ENSG00000277142.1	Z98882.1
ENSG00000228201.1	AL022341.1
ENSG00000261659.2	Z92544.2
ENSG00000279255.1	Z97653.2
ENSG00000259840.1	Z97653.1
ENSG00000279136.1	AL031258.1
ENSG00000261713.6	SSTR5-AS1
ENSG00000260710.1	AC120498.4
ENSG00000255198.4	SNHG9
ENSG00000277602.1	AC005363.2
ENSG00000260260.1	SNHG19
ENSG00000260778.5	AC009065.4
ENSG00000279057.1	AC141586.4
ENSG00000260176.1	AC141586.2
ENSG00000260565.6	ERVK13-1
ENSG00000205913.6	SRRM2-AS1
ENSG00000276791.1	AC092117.1
ENSG00000263325.1	AC003965.2
ENSG00000263280.1	AC003965.1
ENSG00000262482.1	AC004034.1
ENSG00000274367.1	AC004233.4
ENSG00000262362.1	AC004233.1
ENSG00000272079.2	AC004233.3
ENSG00000263011.1	AC108134.4
ENSG00000263072.6	ZNF213-AS1
ENSG00000261889.1	AC108134.2
ENSG00000262888.1	AC005736.2
ENSG00000262185.1	AC005736.1
